enrichment,trial_expose,session,trial_tot,subject,date,time,exp_prog,group,box,c_IL_sub_pk,c_IL_opt_pk,c_TLA_pk,c_TLB_pk,c_TLC_pk,c_TLD_pk,c_food_sub_count,c_BO_sub_count,c_food_opt_count,c_BO_opt_count,fe_lat_sub_sum,fe_IL_sub_pks,fe_TLA_sub_pks,fe_TLB_sub_pks,fe_food_sub_count,fe_BO_sub_count,fe_lat_sub_count,fe_lat_opt_sum,fe_IL_opt_pks,fe_TLA_opt_pks,fe_TLB_opt_pks,fe_food_opt_count,fe_BO_opt_count,fe_lat_opt_count
Enriched,Choice,2,80,100,230215,165015,S23 FE exp,0% FE Bottom Right Enrichment,7,51,29,818,29,306,159,26,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,3,80,100,230216,155931,S23 FE exp,0% FE Bottom Right Enrichment,7,69,11,897,20,80,80,35,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,4,80,100,230217,160345,S23 FE exp,0% FE Bottom Right Enrichment,7,77,3,1079,39,23,14,38,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,5,80,100,230218,174312,S23 FE exp,0% FE Bottom Right Enrichment,7,76,4,1073,110,20,41,38,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,6,80,100,230219,170026,S23 FE exp,0% FE Bottom Right Enrichment,7,69,11,822,89,10,24,35,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,7,80,100,230220,164201,S23 FE exp,0% FE Bottom Right Enrichment,7,74,6,571,35,38,5,38,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,8,80,100,230221,160123,S23 FE exp,0% FE Bottom Right Enrichment,7,71,9,280,24,50,28,35,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,9,80,100,230222,155922,S23 FE exp,0% FE Bottom Right Enrichment,7,38,42,141,35,107,50,18,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,10,80,100,230223,190424,S23 FE exp,0% FE Bottom Right Enrichment,7,54,26,179,23,23,10,27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,11,80,100,230224,160255,S23 FE exp,0% FE Bottom Right Enrichment,7,51,29,119,11,8,13,25,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,12,80,100,230225,145357,S23 FE exp,0% FE Bottom Right Enrichment,7,47,33,83,12,15,9,23,24,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,13,80,100,230226,172407,S23 FE exp,0% FE Bottom Right Enrichment,7,56,24,64,8,15,6,28,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,14,80,100,230227,162511,S23 FE exp,0% FE Bottom Right Enrichment,7,52,28,56,11,30,22,26,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,15,80,100,230228,160956,S23 FE exp,0% FE Bottom Right Enrichment,7,64,16,87,67,16,3,32,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,16,80,100,230301,160032,S23 FE exp,0% FE Bottom Right Enrichment,7,57,23,49,5,36,7,28,29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,17,80,100,230302,160510,S23 FE exp,0% FE Bottom Right Enrichment,7,59,21,35,15,25,2,29,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,18,80,100,230303,153308,S23 FE exp,0% FE Bottom Right Enrichment,7,55,25,34,9,15,3,27,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,19,80,100,230304,173910,S23 FE exp,0% FE Bottom Right Enrichment,7,69,11,51,23,22,0,35,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,20,80,100,230305,162504,S23 FE exp,0% FE Bottom Right Enrichment,7,52,28,41,21,102,9,26,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,21,80,100,230306,160040,S23 FE exp,0% FE Bottom Right Enrichment,7,61,19,48,13,78,5,31,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched,Choice,22,80,100,230307,155333,S23 FE exp,0% FE Bottom Right Enrichment,7,65,15,34,7,50,2,32,33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
